city,country,region,budget_numeric,spring_avg_temp,summer_avg_temp,autumn_avg_temp,winter_avg_temp,ideal_duration_days,avg_rating,annual_visitors,culture_norm,adventure_norm,nature_norm,beaches_norm,urban_norm,nightlife_norm,cuisine_norm,wellness_norm,seclusion_norm,rating_norm,annual_visitors_norm,ideal_duration_norm
Thessaloniki,Greece,europe,2,15.299999999999999,26.7,17.666666666666668,7.8,5.0,4.506542056074767,4.967570093457944,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.75,0.75,1.0,0.3333333333333333,0.25,0.9013084112149533,0.8145169192523092,0.35294117647058826
Georgetown,Guyana,south_america,1,27.733333333333334,27.833333333333332,28.833333333333332,27.233333333333334,4.0,3.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.25,0.5,0.5,0.3333333333333333,0.3333333333333333,0.75,0.7,0.0,0.23529411764705882
Jeju Island,South Korea,asia,2,14.533333333333333,25.46666666666667,18.933333333333334,7.333333333333333,6.0,3.5,1.0,0.3333333333333333,0.6666666666666666,1.0,0.75,0.25,0.5,0.6666666666666666,0.6666666666666666,0.75,0.7,0.0,0.47058823529411764
Valencia,Spain,europe,2,16.633333333333336,25.73333333333333,19.633333333333336,12.233333333333334,5.0,4.5268292682926825,4.991829268292682,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,0.75,0.75,1.0,0.3333333333333333,0.5,0.9053658536585365,0.8194971736358613,0.35294117647058826
Hoi An,Vietnam,asia,1,27.366666666666664,30.166666666666668,27.066666666666666,22.73333333333333,4.0,4.491489361702127,5.056914893617022,1.0,0.3333333333333333,0.3333333333333333,0.5,0.25,0.25,1.0,0.3333333333333333,0.75,0.8982978723404255,0.8328588387805311,0.23529411764705882
Kolkata,India,asia,1,29.633333333333336,29.866666666666664,27.399999999999995,21.099999999999998,5.0,4.533333333333334,5.391954022988505,1.0,0.0,0.3333333333333333,0.0,0.75,0.5,1.0,0.3333333333333333,0.25,0.9066666666666668,0.9016402422734668,0.35294117647058826
Budapest,Hungary,europe,2,12.066666666666668,22.933333333333334,12.1,2.433333333333333,5.0,3.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.75,1.0,0.6666666666666666,1.0,0.25,0.7,0.0,0.35294117647058826
Yogyakarta,Indonesia,asia,1,27.96666666666667,27.633333333333336,28.266666666666666,27.53333333333333,5.0,3.5,1.0,1.0,0.3333333333333333,0.6666666666666666,0.25,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5,0.7,0.0,0.35294117647058826
Monaco,Monaco,europe,3,14.166666666666666,23.866666666666664,16.6,8.799999999999999,2.0,3.5,1.0,0.6666666666666666,0.0,0.3333333333333333,0.5,1.0,1.0,0.6666666666666666,0.3333333333333333,0.25,0.7,0.0,0.0
Rome,Italy,europe,2,14.6,25.5,17.46666666666667,8.966666666666667,6.0,4.504255319148936,5.6115957446808515,1.0,0.3333333333333333,0.3333333333333333,0.25,1.0,0.75,1.0,0.3333333333333333,0.25,0.9008510638297873,0.9467312915247735,0.47058823529411764
Stockholm,Sweden,europe,3,6.8,17.266666666666666,8.3,-0.033333333333333305,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.25,1.0,0.75,0.6666666666666666,0.3333333333333333,0.5,0.7,0.0,0.35294117647058826
Taipei,Taiwan,asia,2,23.0,30.099999999999998,25.400000000000002,17.633333333333333,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.75,0.75,1.0,0.3333333333333333,0.25,0.7,0.0,0.35294117647058826
Tokyo,Japan,asia,3,15.266666666666666,25.7,18.666666666666664,7.033333333333334,8.666666666666666,4.49879518072289,5.085060240963856,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.8997590361445781,0.8386368996773077,0.784313725490196
Noumea,New Caledonia,oceania,3,24.53333333333333,20.900000000000002,22.866666666666664,26.266666666666666,6.0,3.5,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5,0.7,0.0,0.47058823529411764
Palermo,Italy,europe,2,16.366666666666667,25.933333333333334,21.299999999999997,13.366666666666665,5.0,4.504255319148936,5.6115957446808515,0.6666666666666666,0.0,0.3333333333333333,0.5,0.75,0.5,1.0,0.3333333333333333,0.25,0.9008510638297873,0.9467312915247735,0.35294117647058826
Sicily,Italy,europe,2,11.533333333333331,23.8,15.5,6.966666666666666,8.666666666666666,4.504255319148936,5.6115957446808515,1.0,0.3333333333333333,0.6666666666666666,0.75,0.5,0.5,1.0,0.3333333333333333,0.5,0.9008510638297873,0.9467312915247735,0.784313725490196
Amman,Jordan,middle_east,2,16.633333333333336,27.0,21.1,9.9,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,0.6666666666666666,0.3333333333333333,0.25,0.7,0.0,0.35294117647058826
Nairobi,Kenya,africa,2,20.666666666666668,18.3,19.966666666666665,20.8,5.0,4.478409090909091,4.97,0.6666666666666666,0.6666666666666666,1.0,0.0,0.75,0.5,0.3333333333333333,0.3333333333333333,0.25,0.8956818181818182,0.8150157636190337,0.35294117647058826
Panama City,Panama,north_america,2,27.666666666666668,27.0,26.53333333333333,27.099999999999998,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,0.3333333333333333,0.25,0.7,0.0,0.35294117647058826
Nagoya,Japan,asia,3,14.966666666666669,26.26666666666667,18.9,5.766666666666666,4.0,4.49879518072289,5.085060240963856,0.6666666666666666,0.0,0.3333333333333333,0.0,0.75,0.5,0.6666666666666666,0.3333333333333333,0.25,0.8997590361445781,0.8386368996773077,0.23529411764705882
Fukuoka,Japan,asia,2,15.1,26.100000000000005,18.5,6.7,5.0,4.49879518072289,5.085060240963856,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.75,0.75,1.0,0.3333333333333333,0.25,0.8997590361445781,0.8386368996773077,0.35294117647058826
Maseru,Lesotho,africa,1,13.933333333333332,7.7,15.9,18.433333333333334,4.0,3.5,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.25,0.25,0.0,0.0,0.5,0.7,0.0,0.23529411764705882
Mexico City,Mexico,north_america,2,19.466666666666665,17.599999999999998,16.166666666666668,14.9,8.666666666666666,4.49,5.368777777777778,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.898,0.8968823064577887,0.784313725490196
Doha,Qatar,middle_east,3,28.166666666666668,36.833333333333336,30.766666666666666,20.099999999999998,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.0,0.5,1.0,0.5,0.6666666666666666,0.6666666666666666,0.25,0.7,0.0,0.35294117647058826
Astana,Kazakhstan,asia,2,5.833333333333333,20.166666666666668,3.8666666666666667,-12.333333333333334,5.0,3.5,1.0,0.3333333333333333,0.0,0.0,0.0,0.75,0.5,0.3333333333333333,0.3333333333333333,0.25,0.7,0.0,0.35294117647058826
Luang Prabang,Laos,asia,1,28.7,28.8,26.96666666666667,22.733333333333334,4.0,3.5,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.25,0.25,0.6666666666666666,0.6666666666666666,1.0,0.7,0.0,0.23529411764705882
Oaxaca,Mexico,north_america,2,22.633333333333336,21.133333333333336,20.0,18.633333333333333,5.0,4.49,5.368777777777778,1.0,0.3333333333333333,0.6666666666666666,0.25,0.5,0.5,1.0,0.3333333333333333,0.5,0.898,0.8968823064577887,0.35294117647058826
Kaunas,Lithuania,europe,1,7.766666666666666,18.333333333333332,8.6,-0.6,4.0,3.5,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.7,0.0,0.23529411764705882
Podgorica,Montenegro,europe,1,16.066666666666666,28.0,17.599999999999998,7.8999999999999995,4.0,3.5,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.25,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.7,0.0,0.23529411764705882
Kuching,Malaysia,asia,1,27.26666666666667,27.400000000000002,26.933333333333334,26.46666666666667,4.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.25,0.5,0.5,0.6666666666666666,0.3333333333333333,0.75,0.7,0.0,0.23529411764705882
Port Louis,Mauritius,africa,2,23.03333333333333,19.2,21.0,24.0,6.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.5,0.5,0.6666666666666666,0.3333333333333333,0.25,0.7,0.0,0.47058823529411764
Beira,Mozambique,africa,1,25.633333333333336,21.633333333333336,25.166666666666668,28.033333333333335,4.0,3.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.25,0.25,0.3333333333333333,0.0,0.5,0.7,0.0,0.23529411764705882
Salalah,Oman,middle_east,2,28.566666666666666,27.36666666666667,27.3,24.53333333333333,6.0,3.5,1.0,0.3333333333333333,0.3333333333333333,1.0,0.75,0.25,0.25,0.3333333333333333,0.3333333333333333,0.75,0.7,0.0,0.47058823529411764
Pretoria,South Africa,africa,2,18.8,13.733333333333334,21.5,22.733333333333334,4.0,4.501190476190476,5.871071428571428,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.75,0.5,0.6666666666666666,0.3333333333333333,0.25,0.9002380952380952,1.0,0.23529411764705882
Monterrey,Mexico,north_america,2,23.933333333333334,28.5,22.23333333333333,15.799999999999999,4.0,4.49,5.368777777777778,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.75,0.75,0.6666666666666666,0.3333333333333333,0.25,0.898,0.8968823064577887,0.23529411764705882
Chisinau,Moldova,europe,1,11.300000000000002,23.166666666666668,11.866666666666667,1.1333333333333333,4.0,3.5,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,0.5,0.3333333333333333,0.0,0.5,0.7,0.0,0.23529411764705882
Oslo,Norway,europe,3,6.766666666666667,16.866666666666667,7.533333333333334,-1.1666666666666667,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.6666666666666666,0.6666666666666666,0.5,0.7,0.0,0.35294117647058826
Paramaribo,Suriname,south_america,1,26.666666666666668,26.8,27.833333333333332,26.333333333333332,4.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.25,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5,0.7,0.0,0.23529411764705882
Kotor,Montenegro,europe,2,14.133333333333333,24.766666666666666,16.96666666666667,8.7,4.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.25,0.25,0.3333333333333333,0.3333333333333333,0.75,0.7,0.0,0.23529411764705882
Rabat,Morocco,africa,1,16.400000000000002,22.2,18.900000000000002,12.866666666666667,5.0,4.534020618556701,5.324948453608247,0.6666666666666666,0.0,0.3333333333333333,0.5,0.75,0.5,0.6666666666666666,0.3333333333333333,0.5,0.9068041237113402,0.8878844248187618,0.35294117647058826
Arequipa,Peru,south_america,1,15.933333333333332,15.533333333333333,16.46666666666667,15.699999999999998,5.0,4.475,4.943653846153846,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5,0.8949999999999999,0.8096070657108857,0.35294117647058826
Krakow,Poland,europe,2,9.1,19.7,9.833333333333334,0.9,5.0,3.5,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.75,0.6666666666666666,0.3333333333333333,0.25,0.7,0.0,0.35294117647058826
Chiang Rai,Thailand,asia,1,27.099999999999998,27.266666666666666,25.366666666666664,21.333333333333332,4.0,4.464761904761905,5.088380952380954,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.25,0.25,0.6666666666666666,0.3333333333333333,0.75,0.8929523809523809,0.8393186206222356,0.23529411764705882
Maastricht,Netherlands,europe,2,10.333333333333334,18.866666666666664,11.733333333333334,4.8,4.0,3.5,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5,0.7,0.0,0.23529411764705882
Christchurch,New Zealand,oceania,2,12.333333333333334,7.133333333333333,11.700000000000001,16.733333333333334,6.0,4.520430107526881,5.13989247311828,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.9040860215053762,0.8498936083826664,0.47058823529411764
Gotland,Sweden,europe,2,5.966666666666666,16.733333333333334,9.733333333333334,1.9666666666666666,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.3333333333333333,0.3333333333333333,0.75,0.7,0.0,0.35294117647058826
St Ives,United Kingdom,europe,2,9.833333333333334,15.699999999999998,12.533333333333333,8.0,4.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.25,0.5,0.3333333333333333,0.3333333333333333,0.75,0.7,0.0,0.23529411764705882
Tromsø,Norway,europe,3,2.0,11.633333333333335,4.466666666666667,-2.1,6.0,3.5,1.0,0.3333333333333333,0.6666666666666666,1.0,0.25,0.5,0.5,0.3333333333333333,0.3333333333333333,0.75,0.7,0.0,0.47058823529411764
Granada,Nicaragua,north_america,1,29.166666666666668,27.666666666666668,27.23333333333333,27.099999999999998,4.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.25,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5,0.7,0.0,0.23529411764705882
San Juan,Puerto Rico,north_america,2,26.733333333333334,28.666666666666668,28.266666666666666,25.933333333333337,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.75,0.75,0.6666666666666666,0.3333333333333333,0.25,0.7,0.0,0.35294117647058826
Salt Lake City,United States,north_america,2,11.866666666666667,26.400000000000002,13.233333333333334,1.1666666666666667,5.0,4.555128205128205,5.036153846153847,0.3333333333333333,0.6666666666666666,1.0,0.0,0.5,0.5,0.3333333333333333,0.6666666666666666,0.75,0.911025641025641,0.8285967277095662,0.35294117647058826
Asunción,Paraguay,south_america,1,23.233333333333334,19.133333333333333,24.3,27.8,4.0,3.5,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,0.5,0.3333333333333333,0.0,0.5,0.7,0.0,0.23529411764705882
Manila,Philippines,asia,1,29.733333333333334,29.066666666666666,28.666666666666668,27.266666666666666,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.0,0.25,0.75,0.75,0.6666666666666666,0.3333333333333333,0.0,0.7,0.0,0.35294117647058826
Bern,Switzerland,europe,3,9.333333333333334,19.2,10.133333333333333,2.266666666666667,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.75,0.5,0.6666666666666666,0.6666666666666666,0.5,0.7,0.0,0.35294117647058826
Catania,Italy,europe,2,15.533333333333333,26.133333333333336,20.166666666666668,11.066666666666668,5.0,4.504255319148936,5.6115957446808515,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,1.0,0.3333333333333333,0.25,0.9008510638297873,0.9467312915247735,0.35294117647058826
Davao,Philippines,asia,1,28.566666666666666,28.03333333333333,28.166666666666668,27.2,5.0,3.5,1.0,0.3333333333333333,0.6666666666666666,1.0,0.5,0.5,0.5,0.6666666666666666,0.3333333333333333,0.75,0.7,0.0,0.35294117647058826
Porto,Portugal,europe,2,14.399999999999999,19.333333333333332,16.233333333333334,11.0,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.75,0.75,1.0,0.3333333333333333,0.5,0.7,0.0,0.35294117647058826
Azores,Portugal,europe,2,15.9,21.3,19.933333333333334,15.633333333333333,8.666666666666666,3.5,1.0,0.3333333333333333,0.6666666666666666,1.0,0.5,0.25,0.25,0.6666666666666666,0.3333333333333333,1.0,0.7,0.0,0.784313725490196
Freetown,Sierra Leone,africa,1,28.3,26.633333333333336,27.166666666666668,27.7,4.0,3.5,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.3333333333333333,0.0,0.5,0.7,0.0,0.23529411764705882
Laval,Quebec,north_america,2,6.3999999999999995,21.166666666666668,10.1,-6.133333333333333,4.0,3.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.3333333333333333,0.3333333333333333,0.25,0.7,0.0,0.23529411764705882
Saint-Denis,Réunion,africa,2,25.333333333333332,22.0,23.766666666666666,26.599999999999998,5.0,3.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.75,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5,0.7,0.0,0.35294117647058826
Constanta,Romania,europe,1,11.800000000000002,23.833333333333332,14.966666666666669,4.266666666666667,4.0,3.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.5,0.5,0.6666666666666666,0.3333333333333333,0.25,0.7,0.0,0.23529411764705882
Puerto Vallarta,Mexico,north_america,2,23.066666666666666,25.3,24.3,21.2,5.0,4.49,5.368777777777778,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.898,0.8968823064577887,0.35294117647058826
Cape Town,South Africa,africa,2,17.53333333333333,12.9,16.666666666666668,21.2,8.666666666666666,4.501190476190476,5.871071428571428,0.6666666666666666,0.6666666666666666,1.0,0.75,0.75,0.75,0.6666666666666666,0.3333333333333333,0.5,0.9002380952380952,1.0,0.784313725490196
Castries,Saint Lucia,north_america,2,26.7,27.7,27.566666666666666,25.76666666666667,5.0,3.5,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.75,0.7,0.0,0.35294117647058826
São Tomé,São Tomé and Príncipe,africa,2,27.133333333333336,25.266666666666666,25.766666666666666,26.633333333333336,8.666666666666666,3.5,1.0,0.3333333333333333,0.6666666666666666,1.0,0.75,0.25,0.25,0.3333333333333333,0.3333333333333333,0.75,0.7,0.0,0.784313725490196
Madrid,Spain,europe,2,14.700000000000001,26.433333333333334,16.0,7.733333333333333,5.0,4.5268292682926825,4.991829268292682,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.9053658536585365,0.8194971736358613,0.35294117647058826
Nantes,France,europe,2,12.100000000000001,19.566666666666666,13.533333333333333,7.166666666666667,5.0,4.54125,5.251250000000001,0.6666666666666666,0.0,0.3333333333333333,0.25,0.75,0.5,0.6666666666666666,0.3333333333333333,0.5,0.90825,0.8727546007771834,0.35294117647058826
Victoria,Seychelles,africa,3,28.633333333333336,26.766666666666666,27.46666666666667,27.733333333333334,6.0,3.5,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.25,0.5,0.6666666666666666,0.6666666666666666,0.75,0.7,0.0,0.47058823529411764
Ljubljana,Slovenia,europe,2,11.6,22.166666666666668,11.966666666666667,2.733333333333333,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.75,0.5,0.6666666666666666,0.3333333333333333,0.5,0.7,0.0,0.35294117647058826
Chengdu,China,asia,2,19.400000000000002,27.03333333333333,18.666666666666668,8.966666666666667,6.0,4.453333333333333,4.928888888888888,1.0,0.3333333333333333,0.6666666666666666,0.0,0.75,0.5,1.0,0.3333333333333333,0.25,0.8906666666666666,0.8065759138418425,0.47058823529411764
Menorca,Spain,europe,2,15.033333333333333,24.666666666666668,19.166666666666668,11.633333333333333,5.0,4.5268292682926825,4.991829268292682,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.25,0.5,0.6666666666666666,0.6666666666666666,0.75,0.9053658536585365,0.8194971736358613,0.35294117647058826
Stone Town,Tanzania,africa,1,27.766666666666666,25.933333333333337,26.73333333333333,28.46666666666667,4.0,3.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.75,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5,0.7,0.0,0.23529411764705882
Johannesburg,South Africa,africa,2,16.433333333333334,11.933333333333332,18.8,20.133333333333336,6.0,4.501190476190476,5.871071428571428,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,1.0,0.75,0.6666666666666666,0.3333333333333333,0.25,0.9002380952380952,1.0,0.47058823529411764
Busan,South Korea,asia,2,14.299999999999999,24.7,17.933333333333334,4.8999999999999995,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,0.75,0.75,1.0,0.3333333333333333,0.25,0.7,0.0,0.35294117647058826
Koh Lanta,Thailand,asia,1,30.599999999999998,29.666666666666668,28.633333333333336,27.733333333333334,5.0,4.464761904761905,5.088380952380954,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.25,0.5,0.6666666666666666,0.6666666666666666,0.75,0.8929523809523809,0.8393186206222356,0.35294117647058826
Mumbai,India,asia,2,29.933333333333334,28.53333333333333,28.900000000000002,26.5,6.0,4.533333333333334,5.391954022988505,1.0,0.3333333333333333,0.0,0.5,1.0,0.75,1.0,0.3333333333333333,0.0,0.9066666666666668,0.9016402422734668,0.47058823529411764
Istanbul,Turkey,europe,2,13.666666666666666,25.26666666666667,18.2,8.233333333333334,8.666666666666666,3.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,1.0,0.75,1.0,0.3333333333333333,0.25,0.7,0.0,0.784313725490196
Seville,Spain,europe,2,18.0,27.066666666666666,20.066666666666666,11.666666666666666,5.0,4.5268292682926825,4.991829268292682,1.0,0.3333333333333333,0.0,0.0,0.75,0.75,1.0,0.3333333333333333,0.25,0.9053658536585365,0.8194971736358613,0.35294117647058826
Bangkok,Thailand,asia,1,30.566666666666666,29.599999999999998,28.73333333333333,28.133333333333336,10.5,4.464761904761905,5.088380952380954,1.0,0.3333333333333333,0.0,0.25,1.0,1.0,1.0,0.6666666666666666,0.0,0.8929523809523809,0.8393186206222356,1.0
Belfast,United Kingdom,europe,2,8.799999999999999,15.033333333333333,10.733333333333333,5.933333333333334,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.75,0.5,0.6666666666666666,0.3333333333333333,0.25,0.7,0.0,0.35294117647058826
Odessa,Ukraine,europe,1,10.766666666666666,23.566666666666666,13.066666666666668,2.0,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75,0.6666666666666666,0.3333333333333333,0.25,0.7,0.0,0.35294117647058826
Zanzibar Town,Tanzania,africa,2,27.766666666666666,25.933333333333337,26.73333333333333,28.46666666666667,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.5,0.5,0.6666666666666666,0.3333333333333333,0.75,0.7,0.0,0.35294117647058826
Antananarivo,Madagascar,africa,1,19.5,15.233333333333334,19.266666666666666,21.166666666666668,6.0,3.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.25,0.5,0.5,0.3333333333333333,0.0,0.75,0.7,0.0,0.47058823529411764
Krabi,Thailand,asia,1,28.0,27.133333333333336,26.03333333333333,26.5,5.0,4.464761904761905,5.088380952380954,0.3333333333333333,0.6666666666666666,1.0,1.0,0.25,0.5,0.6666666666666666,0.6666666666666666,0.75,0.8929523809523809,0.8393186206222356,0.35294117647058826
Lomé,Togo,africa,1,29.03333333333333,26.366666666666664,27.5,28.766666666666666,4.0,3.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.25,0.3333333333333333,0.0,0.5,0.7,0.0,0.23529411764705882
Port of Spain,Trinidad and Tobago,north_america,2,27.233333333333334,27.433333333333337,27.399999999999995,26.066666666666666,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75,1.0,0.3333333333333333,0.25,0.7,0.0,0.35294117647058826
Muscat,Oman,middle_east,2,30.166666666666668,33.666666666666664,29.266666666666666,22.5,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,0.5,0.25,0.6666666666666666,0.3333333333333333,0.75,0.7,0.0,0.35294117647058826
Kyiv,Ukraine,europe,1,10.0,21.53333333333333,9.733333333333333,-0.8666666666666667,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.75,0.75,0.6666666666666666,0.3333333333333333,0.25,0.7,0.0,0.35294117647058826
Galle,Sri Lanka,asia,1,29.099999999999998,28.833333333333332,27.866666666666664,27.7,4.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,0.5,0.25,0.6666666666666666,0.3333333333333333,0.75,0.7,0.0,0.23529411764705882
Gdansk,Poland,europe,2,7.866666666666667,18.3,10.166666666666666,1.633333333333333,4.0,3.5,1.0,0.6666666666666666,0.0,0.3333333333333333,0.5,0.75,0.5,0.6666666666666666,0.3333333333333333,0.25,0.7,0.0,0.23529411764705882
Miami,United States,north_america,3,25.400000000000002,28.933333333333334,26.833333333333332,22.0,5.0,4.555128205128205,5.036153846153847,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.75,1.0,0.6666666666666666,0.6666666666666666,0.25,0.911025641025641,0.8285967277095662,0.35294117647058826
Svalbard,Norway,europe,3,-7.766666666666667,3.6999999999999997,-2.733333333333333,-9.6,10.5,3.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,1.0
Lapland,Finland,europe,3,0.06666666666666672,14.0,1.133333333333333,-10.700000000000001,8.666666666666666,3.5,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.25,0.25,0.3333333333333333,0.3333333333333333,1.0,0.7,0.0,0.784313725490196
Tunis,Tunisia,africa,1,17.633333333333333,27.8,21.733333333333334,13.033333333333333,4.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.6666666666666666,0.3333333333333333,0.25,0.7,0.0,0.23529411764705882
San Francisco,United States,north_america,3,14.033333333333333,17.666666666666668,16.166666666666668,11.266666666666666,5.0,4.555128205128205,5.036153846153847,1.0,0.3333333333333333,0.6666666666666666,0.5,1.0,0.75,1.0,0.3333333333333333,0.25,0.911025641025641,0.8285967277095662,0.35294117647058826
Boston,United States,north_america,3,9.433333333333332,22.5,13.700000000000003,1.2,5.0,4.555128205128205,5.036153846153847,1.0,0.0,0.3333333333333333,0.25,1.0,0.75,0.6666666666666666,0.3333333333333333,0.25,0.911025641025641,0.8285967277095662,0.35294117647058826
Rotorua,New Zealand,oceania,2,13.066666666666668,7.866666666666667,11.233333333333334,16.566666666666666,4.0,4.520430107526881,5.13989247311828,0.6666666666666666,0.6666666666666666,1.0,0.25,0.5,0.5,0.3333333333333333,1.0,0.5,0.9040860215053762,0.8498936083826664,0.23529411764705882
El Chaltén,Argentina,south_america,1,1.5999999999999999,-3.1333333333333333,0.39999999999999997,4.766666666666667,8.666666666666666,4.452941176470587,5.008823529411765,0.0,1.0,1.0,0.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.75,0.8905882352941173,0.8229859874149822,0.784313725490196
Christiansted,U.S. Virgin Islands,north_america,2,26.666666666666668,28.8,28.133333333333336,25.8,4.0,3.5,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.25,0.5,0.6666666666666666,0.3333333333333333,0.75,0.7,0.0,0.23529411764705882
Houston,United States,north_america,2,21.700000000000003,29.03333333333333,22.46666666666667,13.833333333333334,5.0,4.555128205128205,5.036153846153847,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.25,1.0,0.75,1.0,0.3333333333333333,0.25,0.911025641025641,0.8285967277095662,0.35294117647058826
